blind_id,item_id,question,evidence,action,answer,temporal_state,modality,scope,source_status,observer_state,world,notes
e99ac19968911dea,temporal-0012,Who is the current chair at time 7?,"[{""text"": ""Bora resigned as chair."", ""actor"": ""Bora"", ""event"": ""resign"", ""target"": ""chair"", ""time"": 3, ""valid_from"": 3, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}, {""text"": ""Bora was appointed chair."", ""actor"": ""Bora"", ""event"": ""appoint"", ""target"": ""chair"", ""time"": 1, ""valid_from"": 1, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}, {""text"": ""Kira was appointed chair."", ""actor"": ""Kira"", ""event"": ""appoint"", ""target"": ""chair"", ""time"": 4, ""valid_from"": 4, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}]",ANSWER,Kira,relevant,confirmed,global,reliable,shared,actual,SIMULATED persona=pragmatic_reader; not a human rating
a6482f361fde7c5b,source_conflict-0338,Who is the chair?,"[{""text"": ""An anonymous post says Ari became chair."", ""actor"": ""Ari"", ""event"": ""appoint"", ""target"": ""chair"", ""time"": 9, ""valid_from"": 9, ""status"": ""rumor"", ""source"": ""anonymous"", ""scope"": ""global""}, {""text"": ""The official notice confirms Dina as chair."", ""actor"": ""Dina"", ""event"": ""appoint"", ""target"": ""chair"", ""time"": 10, ""valid_from"": 10, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}]",ANSWER,Dina,stable,confirmed,global,conflict,shared,actual,SIMULATED persona=pragmatic_reader; not a human rating
c0d3567d38a9d548,scope-0062,Does the restructuring apply to every unit?,"[{""text"": ""A restructuring applies only to the Alpha unit."", ""actor"": ""company"", ""event"": ""restructure"", ""target"": ""Alpha"", ""time"": 18, ""valid_from"": 18, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Alpha""}]",ANSWER,no,stable,confirmed,limited,reliable,shared,actual,SIMULATED persona=pragmatic_reader; not a human rating
9be75cd88211f3b8,counterfactual-0365,"In the hypothetical scenario, can users access service Alpha?","[{""text"": ""In the hypothetical scenario, service Alpha remains online."", ""actor"": ""Alpha"", ""event"": ""online"", ""target"": ""service"", ""time"": 10, ""valid_from"": 10, ""status"": ""assumed"", ""source"": ""scenario"", ""scope"": ""counterfactual""}, {""text"": ""In reality, service Alpha is offline."", ""actor"": ""Alpha"", ""event"": ""offline"", ""target"": ""service"", ""time"": 9, ""valid_from"": 9, ""status"": ""confirmed"", ""source"": ""monitor"", ""scope"": ""reality""}]",ANSWER,yes,stable,confirmed,alternate_scope,reliable,shared,counterfactual,SIMULATED persona=pragmatic_reader; not a human rating
0c6807e2db430e3a,temporal-0267,Who is the current lead at time 14?,"[{""text"": ""Faye resigned as lead."", ""actor"": ""Faye"", ""event"": ""resign"", ""target"": ""lead"", ""time"": 13, ""valid_from"": 13, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}, {""text"": ""Gio was appointed lead."", ""actor"": ""Gio"", ""event"": ""appoint"", ""target"": ""lead"", ""time"": 14, ""valid_from"": 14, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}, {""text"": ""Faye was appointed lead."", ""actor"": ""Faye"", ""event"": ""appoint"", ""target"": ""lead"", ""time"": 1, ""valid_from"": 1, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}]",ANSWER,Gio,relevant,confirmed,global,reliable,shared,actual,SIMULATED persona=pragmatic_reader; not a human rating
2f7f805fec007618,observer-0286,Does Ivan believe the meeting will occur?,"[{""text"": ""Ivan received the original meeting invitation."", ""actor"": ""Ivan"", ""event"": ""invite"", ""target"": ""meeting"", ""time"": 8, ""valid_from"": 8, ""status"": ""confirmed"", ""source"": ""email"", ""scope"": ""Ivan""}, {""text"": ""The meeting was cancelled, but Ivan did not receive the cancellation."", ""actor"": ""Ivan"", ""event"": ""cancel"", ""target"": ""meeting"", ""time"": 10, ""valid_from"": 10, ""status"": ""confirmed"", ""source"": ""organizer"", ""scope"": ""organizers"", ""observed_by"": [""Juno"", ""Dina""]}]",ANSWER,yes,stable,confirmed,global,reliable,partial,actual,SIMULATED persona=pragmatic_reader; not a human rating
22f617a52c35eb81,observer-0299,Does Cato believe the meeting will occur?,"[{""text"": ""The meeting was cancelled, but Cato did not receive the cancellation."", ""actor"": ""Cato"", ""event"": ""cancel"", ""target"": ""meeting"", ""time"": 18, ""valid_from"": 18, ""status"": ""confirmed"", ""source"": ""organizer"", ""scope"": ""organizers"", ""observed_by"": [""Faye"", ""Bora""]}, {""text"": ""Cato received the original meeting invitation."", ""actor"": ""Cato"", ""event"": ""invite"", ""target"": ""meeting"", ""time"": 16, ""valid_from"": 16, ""status"": ""confirmed"", ""source"": ""email"", ""scope"": ""Cato""}]",ANSWER,yes,stable,confirmed,global,reliable,partial,actual,SIMULATED persona=pragmatic_reader; not a human rating
4fc41bcca7b5ff85,scope-0042,Does the restructuring apply to every unit?,"[{""text"": ""A restructuring applies only to the Alpha unit."", ""actor"": ""company"", ""event"": ""restructure"", ""target"": ""Alpha"", ""time"": 16, ""valid_from"": 16, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Alpha""}]",ANSWER,no,stable,confirmed,limited,reliable,shared,actual,SIMULATED persona=pragmatic_reader; not a human rating
813270d89de2567e,scope-0400,Does the restructuring apply to every unit?,"[{""text"": ""A restructuring applies only to the Alpha unit."", ""actor"": ""company"", ""event"": ""restructure"", ""target"": ""Alpha"", ""time"": 14, ""valid_from"": 14, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Alpha""}]",ANSWER,no,stable,confirmed,limited,reliable,shared,actual,SIMULATED persona=pragmatic_reader; not a human rating
e19e92f87e1496ec,temporal-0098,Who is the current manager at time 19?,"[{""text"": ""Faye resigned as manager."", ""actor"": ""Faye"", ""event"": ""resign"", ""target"": ""manager"", ""time"": 15, ""valid_from"": 15, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}, {""text"": ""Dina was appointed manager."", ""actor"": ""Dina"", ""event"": ""appoint"", ""target"": ""manager"", ""time"": 16, ""valid_from"": 16, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}, {""text"": ""Faye was appointed manager."", ""actor"": ""Faye"", ""event"": ""appoint"", ""target"": ""manager"", ""time"": 14, ""valid_from"": 14, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}]",ANSWER,Dina,relevant,confirmed,global,reliable,shared,actual,SIMULATED persona=pragmatic_reader; not a human rating
66f3b245c69e8a9e,scope-0005,Does the restructuring apply to every unit?,"[{""text"": ""A restructuring applies only to the Beta unit."", ""actor"": ""company"", ""event"": ""restructure"", ""target"": ""Beta"", ""time"": 15, ""valid_from"": 15, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Beta""}]",ANSWER,no,stable,confirmed,limited,reliable,shared,actual,SIMULATED persona=pragmatic_reader; not a human rating
0c4116ad3aca0755,modality-0438,Has Delta been closed?,"[{""text"": ""The board is considering closing Delta."", ""actor"": ""board"", ""event"": ""close"", ""target"": ""Delta"", ""time"": 7, ""valid_from"": 7, ""status"": ""proposed"", ""source"": ""official"", ""scope"": ""Delta""}, {""text"": ""No decision has been made about closing Delta."", ""actor"": ""board"", ""event"": ""not_decided"", ""target"": ""Delta"", ""time"": 8, ""valid_from"": 8, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Delta""}]",ANSWER,no,stable,proposed,global,reliable,shared,actual,SIMULATED persona=pragmatic_reader; not a human rating
00c98903cf74cbe1,modality-0171,Has Delta been closed?,"[{""text"": ""No decision has been made about closing Delta."", ""actor"": ""board"", ""event"": ""not_decided"", ""target"": ""Delta"", ""time"": 14, ""valid_from"": 14, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Delta""}, {""text"": ""The board is considering closing Delta."", ""actor"": ""board"", ""event"": ""close"", ""target"": ""Delta"", ""time"": 13, ""valid_from"": 13, ""status"": ""proposed"", ""source"": ""official"", ""scope"": ""Delta""}]",ANSWER,no,stable,proposed,global,reliable,shared,actual,SIMULATED persona=pragmatic_reader; not a human rating
9d5f6a2110952220,counterfactual-0227,"In the hypothetical scenario, can users access service Delta?","[{""text"": ""In reality, service Delta is offline."", ""actor"": ""Delta"", ""event"": ""offline"", ""target"": ""service"", ""time"": 13, ""valid_from"": 13, ""status"": ""confirmed"", ""source"": ""monitor"", ""scope"": ""reality""}, {""text"": ""In the hypothetical scenario, service Delta remains online."", ""actor"": ""Delta"", ""event"": ""online"", ""target"": ""service"", ""time"": 14, ""valid_from"": 14, ""status"": ""assumed"", ""source"": ""scenario"", ""scope"": ""counterfactual""}]",ANSWER,yes,stable,confirmed,global,reliable,shared,counterfactual,SIMULATED persona=pragmatic_reader; not a human rating
252089203768de3e,modality-0162,Has Gamma been closed?,"[{""text"": ""The board is considering closing Gamma."", ""actor"": ""board"", ""event"": ""close"", ""target"": ""Gamma"", ""time"": 15, ""valid_from"": 15, ""status"": ""proposed"", ""source"": ""official"", ""scope"": ""Gamma""}, {""text"": ""No decision has been made about closing Gamma."", ""actor"": ""board"", ""event"": ""not_decided"", ""target"": ""Gamma"", ""time"": 16, ""valid_from"": 16, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Gamma""}]",ANSWER,no,stable,proposed,global,reliable,shared,actual,SIMULATED persona=pragmatic_reader; not a human rating
6fd1549d6a1d170c,modality-0219,Has Delta been closed?,"[{""text"": ""No decision has been made about closing Delta."", ""actor"": ""board"", ""event"": ""not_decided"", ""target"": ""Delta"", ""time"": 18, ""valid_from"": 18, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Delta""}, {""text"": ""The board is considering closing Delta."", ""actor"": ""board"", ""event"": ""close"", ""target"": ""Delta"", ""time"": 17, ""valid_from"": 17, ""status"": ""proposed"", ""source"": ""official"", ""scope"": ""Delta""}]",ANSWER,no,stable,proposed,global,reliable,shared,actual,SIMULATED persona=pragmatic_reader; not a human rating
2137ce584b79fd86,observer-0355,Does Juno believe the meeting will occur?,"[{""text"": ""The meeting was cancelled, but Juno did not receive the cancellation."", ""actor"": ""Juno"", ""event"": ""cancel"", ""target"": ""meeting"", ""time"": 9, ""valid_from"": 9, ""status"": ""confirmed"", ""source"": ""organizer"", ""scope"": ""organizers"", ""observed_by"": [""Ivan"", ""Gio""]}, {""text"": ""Juno received the original meeting invitation."", ""actor"": ""Juno"", ""event"": ""invite"", ""target"": ""meeting"", ""time"": 7, ""valid_from"": 7, ""status"": ""confirmed"", ""source"": ""email"", ""scope"": ""Juno""}]",ANSWER,yes,stable,confirmed,global,reliable,partial,actual,SIMULATED persona=pragmatic_reader; not a human rating
021e3ae373b85b5b,hidden_premise-0078,Can I register now?,"[{""text"": ""Registration is open for Alpha residents until day 10."", ""actor"": ""Alpha"", ""event"": ""eligibility"", ""target"": ""registration"", ""time"": 5, ""valid_from"": 5, ""valid_to"": 10, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Alpha""}]",CLARIFY,CLARIFY,stable,confirmed,alternate_scope,reliable,shared,actual,SIMULATED persona=pragmatic_reader; not a human rating
ac83d62164877289,source_conflict-0408,Who is the chair?,"[{""text"": ""An anonymous post says Luca became chair."", ""actor"": ""Luca"", ""event"": ""appoint"", ""target"": ""chair"", ""time"": 7, ""valid_from"": 7, ""status"": ""rumor"", ""source"": ""anonymous"", ""scope"": ""global""}, {""text"": ""The official notice confirms Cato as chair."", ""actor"": ""Cato"", ""event"": ""appoint"", ""target"": ""chair"", ""time"": 8, ""valid_from"": 8, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}]",ANSWER,Cato,stable,confirmed,global,conflict,shared,actual,SIMULATED persona=pragmatic_reader; not a human rating
c5e4e4f822ad9c1c,hidden_premise-0135,Can I register now?,"[{""text"": ""Registration is open for Alpha residents until day 21."", ""actor"": ""Alpha"", ""event"": ""eligibility"", ""target"": ""registration"", ""time"": 16, ""valid_from"": 16, ""valid_to"": 21, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Alpha""}]",CLARIFY,CLARIFY,stable,confirmed,limited,reliable,shared,actual,SIMULATED persona=pragmatic_reader; not a human rating
e42625bb3703d4ed,hidden_premise-0184,Can I register now?,"[{""text"": ""Registration is open for Beta residents until day 7."", ""actor"": ""Beta"", ""event"": ""eligibility"", ""target"": ""registration"", ""time"": 2, ""valid_from"": 2, ""valid_to"": 7, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Beta""}]",CLARIFY,CLARIFY,stable,confirmed,limited,reliable,shared,actual,SIMULATED persona=pragmatic_reader; not a human rating
7a2f77ecd1d1b59d,modality-0165,Has Beta been closed?,"[{""text"": ""No decision has been made about closing Beta."", ""actor"": ""board"", ""event"": ""not_decided"", ""target"": ""Beta"", ""time"": 17, ""valid_from"": 17, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Beta""}, {""text"": ""The board is considering closing Beta."", ""actor"": ""board"", ""event"": ""close"", ""target"": ""Beta"", ""time"": 16, ""valid_from"": 16, ""status"": ""proposed"", ""source"": ""official"", ""scope"": ""Beta""}]",ANSWER,no,stable,proposed,global,reliable,shared,actual,SIMULATED persona=pragmatic_reader; not a human rating
b530d1d366368e06,temporal-0414,Who is the current coordinator at time 20?,"[{""text"": ""Hana was appointed coordinator."", ""actor"": ""Hana"", ""event"": ""appoint"", ""target"": ""coordinator"", ""time"": 19, ""valid_from"": 19, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}, {""text"": ""Faye resigned as coordinator."", ""actor"": ""Faye"", ""event"": ""resign"", ""target"": ""coordinator"", ""time"": 18, ""valid_from"": 18, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}, {""text"": ""Faye was appointed coordinator."", ""actor"": ""Faye"", ""event"": ""appoint"", ""target"": ""coordinator"", ""time"": 17, ""valid_from"": 17, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}]",ANSWER,Hana,relevant,confirmed,global,reliable,shared,actual,SIMULATED persona=pragmatic_reader; not a human rating
fd06f86c89f573c5,hidden_premise-0413,Can I register now?,"[{""text"": ""Registration is open for Beta residents until day 14."", ""actor"": ""Beta"", ""event"": ""eligibility"", ""target"": ""registration"", ""time"": 9, ""valid_from"": 9, ""valid_to"": 14, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Beta""}]",CLARIFY,CLARIFY,stable,confirmed,limited,reliable,shared,actual,SIMULATED persona=pragmatic_reader; not a human rating
a28eebc8ad78ce4c,observer-0505,Does Hana believe the meeting will occur?,"[{""text"": ""Hana received the original meeting invitation."", ""actor"": ""Hana"", ""event"": ""invite"", ""target"": ""meeting"", ""time"": 15, ""valid_from"": 15, ""status"": ""confirmed"", ""source"": ""email"", ""scope"": ""Hana""}, {""text"": ""The meeting was cancelled, but Hana did not receive the cancellation."", ""actor"": ""Hana"", ""event"": ""cancel"", ""target"": ""meeting"", ""time"": 17, ""valid_from"": 17, ""status"": ""confirmed"", ""source"": ""organizer"", ""scope"": ""organizers"", ""observed_by"": [""Gio"", ""Luca""]}]",ANSWER,yes,stable,alternate_modality,global,reliable,partial,actual,SIMULATED persona=pragmatic_reader; not a human rating
a281cb99ccd347de,temporal-0515,Who is the current lead at time 17?,"[{""text"": ""Eli resigned as lead."", ""actor"": ""Eli"", ""event"": ""resign"", ""target"": ""lead"", ""time"": 10, ""valid_from"": 10, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}, {""text"": ""Faye was appointed lead."", ""actor"": ""Faye"", ""event"": ""appoint"", ""target"": ""lead"", ""time"": 11, ""valid_from"": 11, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}, {""text"": ""Eli was appointed lead."", ""actor"": ""Eli"", ""event"": ""appoint"", ""target"": ""lead"", ""time"": 1, ""valid_from"": 1, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}]",ANSWER,Faye,relevant,confirmed,global,reliable,shared,actual,SIMULATED persona=pragmatic_reader; not a human rating
4b98668229b14b4d,modality-0388,Has Beta been closed?,"[{""text"": ""The board is considering closing Beta."", ""actor"": ""board"", ""event"": ""close"", ""target"": ""Beta"", ""time"": 4, ""valid_from"": 4, ""status"": ""proposed"", ""source"": ""official"", ""scope"": ""Beta""}, {""text"": ""No decision has been made about closing Beta."", ""actor"": ""board"", ""event"": ""not_decided"", ""target"": ""Beta"", ""time"": 5, ""valid_from"": 5, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Beta""}]",ANSWER,no,stable,proposed,alternate_scope,reliable,shared,actual,SIMULATED persona=pragmatic_reader; not a human rating
f5418a00557f5456,hidden_premise-0515,Can I register now?,"[{""text"": ""Registration is open for Gamma residents until day 15."", ""actor"": ""Gamma"", ""event"": ""eligibility"", ""target"": ""registration"", ""time"": 10, ""valid_from"": 10, ""valid_to"": 15, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Gamma""}]",CLARIFY,CLARIFY,stable,confirmed,limited,reliable,shared,actual,SIMULATED persona=pragmatic_reader; not a human rating
97d7ba7359072335,counterfactual-0186,"In the hypothetical scenario, can users access service Alpha?","[{""text"": ""In reality, service Alpha is offline."", ""actor"": ""Alpha"", ""event"": ""offline"", ""target"": ""service"", ""time"": 9, ""valid_from"": 9, ""status"": ""confirmed"", ""source"": ""monitor"", ""scope"": ""reality""}, {""text"": ""In the hypothetical scenario, service Alpha remains online."", ""actor"": ""Alpha"", ""event"": ""online"", ""target"": ""service"", ""time"": 10, ""valid_from"": 10, ""status"": ""assumed"", ""source"": ""scenario"", ""scope"": ""counterfactual""}]",ANSWER,yes,stable,confirmed,global,reliable,shared,counterfactual,SIMULATED persona=pragmatic_reader; not a human rating
275f9fd7d9bf4081,temporal-0353,Who is the current lead at time 17?,"[{""text"": ""Hana was appointed lead."", ""actor"": ""Hana"", ""event"": ""appoint"", ""target"": ""lead"", ""time"": 15, ""valid_from"": 15, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}, {""text"": ""Dina was appointed lead."", ""actor"": ""Dina"", ""event"": ""appoint"", ""target"": ""lead"", ""time"": 11, ""valid_from"": 11, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}, {""text"": ""Dina resigned as lead."", ""actor"": ""Dina"", ""event"": ""resign"", ""target"": ""lead"", ""time"": 14, ""valid_from"": 14, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}]",ANSWER,Hana,relevant,confirmed,global,reliable,shared,actual,SIMULATED persona=pragmatic_reader; not a human rating
fcd96b717ab7bbe5,scope-0118,Does the restructuring apply to every unit?,"[{""text"": ""A restructuring applies only to the Gamma unit."", ""actor"": ""company"", ""event"": ""restructure"", ""target"": ""Gamma"", ""time"": 6, ""valid_from"": 6, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Gamma""}]",ANSWER,no,stable,confirmed,limited,reliable,shared,actual,SIMULATED persona=pragmatic_reader; not a human rating
67b4b9498f63efcb,counterfactual-0441,"In the hypothetical scenario, can users access service Gamma?","[{""text"": ""In the hypothetical scenario, service Gamma remains online."", ""actor"": ""Gamma"", ""event"": ""online"", ""target"": ""service"", ""time"": 8, ""valid_from"": 8, ""status"": ""assumed"", ""source"": ""scenario"", ""scope"": ""counterfactual""}, {""text"": ""In reality, service Gamma is offline."", ""actor"": ""Gamma"", ""event"": ""offline"", ""target"": ""service"", ""time"": 7, ""valid_from"": 7, ""status"": ""confirmed"", ""source"": ""monitor"", ""scope"": ""reality""}]",ANSWER,yes,stable,confirmed,global,reliable,shared,counterfactual,SIMULATED persona=pragmatic_reader; not a human rating
