blind_id,item_id,question,evidence,action,answer,temporal_state,modality,scope,source_status,observer_state,world,notes
7e02bcd7b89671ea,temporal-0414,Who is the current coordinator at time 20?,"[{""text"": ""Hana was appointed coordinator."", ""actor"": ""Hana"", ""event"": ""appoint"", ""target"": ""coordinator"", ""time"": 19, ""valid_from"": 19, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}, {""text"": ""Faye resigned as coordinator."", ""actor"": ""Faye"", ""event"": ""resign"", ""target"": ""coordinator"", ""time"": 18, ""valid_from"": 18, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}, {""text"": ""Faye was appointed coordinator."", ""actor"": ""Faye"", ""event"": ""appoint"", ""target"": ""coordinator"", ""time"": 17, ""valid_from"": 17, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}]",ANSWER,Hana,relevant,confirmed,global,reliable,shared,actual,SIMULATED persona=context_specialist; not a human rating
47f7c5c407cb87ca,scope-0543,Does the restructuring apply to every unit?,"[{""text"": ""A restructuring applies only to the Alpha unit."", ""actor"": ""company"", ""event"": ""restructure"", ""target"": ""Alpha"", ""time"": 10, ""valid_from"": 10, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Alpha""}]",ANSWER,no,stable,confirmed,limited,reliable,shared,actual,SIMULATED persona=context_specialist; not a human rating
44e1e2f3f98bd8ad,hidden_premise-0413,Can I register now?,"[{""text"": ""Registration is open for Beta residents until day 14."", ""actor"": ""Beta"", ""event"": ""eligibility"", ""target"": ""registration"", ""time"": 9, ""valid_from"": 9, ""valid_to"": 14, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Beta""}]",CLARIFY,CLARIFY,stable,confirmed,limited,reliable,shared,actual,SIMULATED persona=context_specialist; not a human rating
94042400419242ce,scope-0062,Does the restructuring apply to every unit?,"[{""text"": ""A restructuring applies only to the Alpha unit."", ""actor"": ""company"", ""event"": ""restructure"", ""target"": ""Alpha"", ""time"": 18, ""valid_from"": 18, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Alpha""}]",ANSWER,no,stable,confirmed,limited,reliable,shared,actual,SIMULATED persona=context_specialist; not a human rating
4960fe7b63addc77,counterfactual-0441,"In the hypothetical scenario, can users access service Gamma?","[{""text"": ""In the hypothetical scenario, service Gamma remains online."", ""actor"": ""Gamma"", ""event"": ""online"", ""target"": ""service"", ""time"": 8, ""valid_from"": 8, ""status"": ""assumed"", ""source"": ""scenario"", ""scope"": ""counterfactual""}, {""text"": ""In reality, service Gamma is offline."", ""actor"": ""Gamma"", ""event"": ""offline"", ""target"": ""service"", ""time"": 7, ""valid_from"": 7, ""status"": ""confirmed"", ""source"": ""monitor"", ""scope"": ""reality""}]",ANSWER,yes,stable,confirmed,global,reliable,shared,counterfactual,SIMULATED persona=context_specialist; not a human rating
69470f2e66267b38,modality-0165,Has Beta been closed?,"[{""text"": ""No decision has been made about closing Beta."", ""actor"": ""board"", ""event"": ""not_decided"", ""target"": ""Beta"", ""time"": 17, ""valid_from"": 17, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Beta""}, {""text"": ""The board is considering closing Beta."", ""actor"": ""board"", ""event"": ""close"", ""target"": ""Beta"", ""time"": 16, ""valid_from"": 16, ""status"": ""proposed"", ""source"": ""official"", ""scope"": ""Beta""}]",ANSWER,no,stable,proposed,global,reliable,shared,actual,SIMULATED persona=context_specialist; not a human rating
393cec43d670cbbe,scope-0005,Does the restructuring apply to every unit?,"[{""text"": ""A restructuring applies only to the Beta unit."", ""actor"": ""company"", ""event"": ""restructure"", ""target"": ""Beta"", ""time"": 15, ""valid_from"": 15, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Beta""}]",ANSWER,no,stable,confirmed,limited,reliable,shared,actual,SIMULATED persona=context_specialist; not a human rating
2a0ca5dc68c8d4ec,modality-0388,Has Beta been closed?,"[{""text"": ""The board is considering closing Beta."", ""actor"": ""board"", ""event"": ""close"", ""target"": ""Beta"", ""time"": 4, ""valid_from"": 4, ""status"": ""proposed"", ""source"": ""official"", ""scope"": ""Beta""}, {""text"": ""No decision has been made about closing Beta."", ""actor"": ""board"", ""event"": ""not_decided"", ""target"": ""Beta"", ""time"": 5, ""valid_from"": 5, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Beta""}]",ANSWER,no,stable,proposed,global,reliable,shared,actual,SIMULATED persona=context_specialist; not a human rating
97358917481a6f0f,counterfactual-0091,"In the hypothetical scenario, can users access service Gamma?","[{""text"": ""In reality, service Gamma is offline."", ""actor"": ""Gamma"", ""event"": ""offline"", ""target"": ""service"", ""time"": 12, ""valid_from"": 12, ""status"": ""confirmed"", ""source"": ""monitor"", ""scope"": ""reality""}, {""text"": ""In the hypothetical scenario, service Gamma remains online."", ""actor"": ""Gamma"", ""event"": ""online"", ""target"": ""service"", ""time"": 13, ""valid_from"": 13, ""status"": ""assumed"", ""source"": ""scenario"", ""scope"": ""counterfactual""}]",ANSWER,yes,stable,confirmed,global,reliable,shared,counterfactual,SIMULATED persona=context_specialist; not a human rating
8874dd83df67d579,observer-0279,Does Cato believe the meeting will occur?,"[{""text"": ""The meeting was cancelled, but Cato did not receive the cancellation."", ""actor"": ""Cato"", ""event"": ""cancel"", ""target"": ""meeting"", ""time"": 12, ""valid_from"": 12, ""status"": ""confirmed"", ""source"": ""organizer"", ""scope"": ""organizers"", ""observed_by"": [""Hana"", ""Ivan""]}, {""text"": ""Cato received the original meeting invitation."", ""actor"": ""Cato"", ""event"": ""invite"", ""target"": ""meeting"", ""time"": 10, ""valid_from"": 10, ""status"": ""confirmed"", ""source"": ""email"", ""scope"": ""Cato""}]",ANSWER,yes,stable,confirmed,global,reliable,partial,actual,SIMULATED persona=context_specialist; not a human rating
7fecea4c375bdbe6,modality-0438,Has Delta been closed?,"[{""text"": ""The board is considering closing Delta."", ""actor"": ""board"", ""event"": ""close"", ""target"": ""Delta"", ""time"": 7, ""valid_from"": 7, ""status"": ""proposed"", ""source"": ""official"", ""scope"": ""Delta""}, {""text"": ""No decision has been made about closing Delta."", ""actor"": ""board"", ""event"": ""not_decided"", ""target"": ""Delta"", ""time"": 8, ""valid_from"": 8, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Delta""}]",ANSWER,no,stable,proposed,global,reliable,shared,actual,SIMULATED persona=context_specialist; not a human rating
bc5e1788db64e6fa,counterfactual-0273,"In the hypothetical scenario, can users access service Beta?","[{""text"": ""In the hypothetical scenario, service Beta remains online."", ""actor"": ""Beta"", ""event"": ""online"", ""target"": ""service"", ""time"": 5, ""valid_from"": 5, ""status"": ""assumed"", ""source"": ""scenario"", ""scope"": ""counterfactual""}, {""text"": ""In reality, service Beta is offline."", ""actor"": ""Beta"", ""event"": ""offline"", ""target"": ""service"", ""time"": 4, ""valid_from"": 4, ""status"": ""confirmed"", ""source"": ""monitor"", ""scope"": ""reality""}]",ANSWER,yes,stable,confirmed,global,reliable,shared,counterfactual,SIMULATED persona=context_specialist; not a human rating
2cd594832d09eead,observer-0053,Does Faye believe the meeting will occur?,"[{""text"": ""Faye received the original meeting invitation."", ""actor"": ""Faye"", ""event"": ""invite"", ""target"": ""meeting"", ""time"": 14, ""valid_from"": 14, ""status"": ""confirmed"", ""source"": ""email"", ""scope"": ""Faye""}, {""text"": ""The meeting was cancelled, but Faye did not receive the cancellation."", ""actor"": ""Faye"", ""event"": ""cancel"", ""target"": ""meeting"", ""time"": 16, ""valid_from"": 16, ""status"": ""confirmed"", ""source"": ""organizer"", ""scope"": ""organizers"", ""observed_by"": [""Luca"", ""Cato""]}]",ANSWER,yes,stable,confirmed,global,reliable,partial,actual,SIMULATED persona=context_specialist; not a human rating
5a8556901391d2e2,source_conflict-0540,Who is the director?,"[{""text"": ""The official notice confirms Gio as director."", ""actor"": ""Gio"", ""event"": ""appoint"", ""target"": ""director"", ""time"": 14, ""valid_from"": 14, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}, {""text"": ""An anonymous post says Cato became director."", ""actor"": ""Cato"", ""event"": ""appoint"", ""target"": ""director"", ""time"": 13, ""valid_from"": 13, ""status"": ""rumor"", ""source"": ""anonymous"", ""scope"": ""global""}]",ANSWER,Gio,stable,confirmed,global,conflict,shared,actual,SIMULATED persona=context_specialist; not a human rating
277f1cdd8175b830,scope-0047,Does the restructuring apply to every unit?,"[{""text"": ""A restructuring applies only to the Alpha unit."", ""actor"": ""company"", ""event"": ""restructure"", ""target"": ""Alpha"", ""time"": 12, ""valid_from"": 12, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Alpha""}]",ANSWER,no,stable,confirmed,limited,reliable,shared,actual,SIMULATED persona=context_specialist; not a human rating
