blind_id,item_id,question,evidence,action,answer,temporal_state,modality,scope,source_status,observer_state,world,notes
b1b79c29a908bf44,hidden_premise-0078,Can I register now?,"[{""text"": ""Registration is open for Alpha residents until day 10."", ""actor"": ""Alpha"", ""event"": ""eligibility"", ""target"": ""registration"", ""time"": 5, ""valid_from"": 5, ""valid_to"": 10, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Alpha""}]",,,,,,,,,
e5537f3a8b6bb8fb,counterfactual-0370,"In the hypothetical scenario, can users access service Beta?","[{""text"": ""In the hypothetical scenario, service Beta remains online."", ""actor"": ""Beta"", ""event"": ""online"", ""target"": ""service"", ""time"": 18, ""valid_from"": 18, ""status"": ""assumed"", ""source"": ""scenario"", ""scope"": ""counterfactual""}, {""text"": ""In reality, service Beta is offline."", ""actor"": ""Beta"", ""event"": ""offline"", ""target"": ""service"", ""time"": 17, ""valid_from"": 17, ""status"": ""confirmed"", ""source"": ""monitor"", ""scope"": ""reality""}]",,,,,,,,,
6193a8a3d560315f,scope-0047,Does the restructuring apply to every unit?,"[{""text"": ""A restructuring applies only to the Alpha unit."", ""actor"": ""company"", ""event"": ""restructure"", ""target"": ""Alpha"", ""time"": 12, ""valid_from"": 12, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Alpha""}]",,,,,,,,,
2f119b7ab691e8fa,source_conflict-0476,Who is the director?,"[{""text"": ""The official notice confirms Ari as director."", ""actor"": ""Ari"", ""event"": ""appoint"", ""target"": ""director"", ""time"": 8, ""valid_from"": 8, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}, {""text"": ""An anonymous post says Kira became director."", ""actor"": ""Kira"", ""event"": ""appoint"", ""target"": ""director"", ""time"": 7, ""valid_from"": 7, ""status"": ""rumor"", ""source"": ""anonymous"", ""scope"": ""global""}]",,,,,,,,,
a196461a632de9c5,counterfactual-0103,"In the hypothetical scenario, can users access service Beta?","[{""text"": ""In reality, service Beta is offline."", ""actor"": ""Beta"", ""event"": ""offline"", ""target"": ""service"", ""time"": 15, ""valid_from"": 15, ""status"": ""confirmed"", ""source"": ""monitor"", ""scope"": ""reality""}, {""text"": ""In the hypothetical scenario, service Beta remains online."", ""actor"": ""Beta"", ""event"": ""online"", ""target"": ""service"", ""time"": 16, ""valid_from"": 16, ""status"": ""assumed"", ""source"": ""scenario"", ""scope"": ""counterfactual""}]",,,,,,,,,
60017eb9a3ade501,scope-0329,Does the restructuring apply to every unit?,"[{""text"": ""A restructuring applies only to the Gamma unit."", ""actor"": ""company"", ""event"": ""restructure"", ""target"": ""Gamma"", ""time"": 8, ""valid_from"": 8, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Gamma""}]",,,,,,,,,
e33cec8590706ee3,scope-0470,Does the restructuring apply to every unit?,"[{""text"": ""A restructuring applies only to the Beta unit."", ""actor"": ""company"", ""event"": ""restructure"", ""target"": ""Beta"", ""time"": 17, ""valid_from"": 17, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Beta""}]",,,,,,,,,
bd6a1fc1878adfc8,modality-0202,Has Delta been closed?,"[{""text"": ""The board is considering closing Delta."", ""actor"": ""board"", ""event"": ""close"", ""target"": ""Delta"", ""time"": 16, ""valid_from"": 16, ""status"": ""proposed"", ""source"": ""official"", ""scope"": ""Delta""}, {""text"": ""No decision has been made about closing Delta."", ""actor"": ""board"", ""event"": ""not_decided"", ""target"": ""Delta"", ""time"": 17, ""valid_from"": 17, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Delta""}]",,,,,,,,,
f7f77b9e5eb8731a,hidden_premise-0535,Can I register now?,"[{""text"": ""Registration is open for Alpha residents until day 13."", ""actor"": ""Alpha"", ""event"": ""eligibility"", ""target"": ""registration"", ""time"": 8, ""valid_from"": 8, ""valid_to"": 13, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Alpha""}]",,,,,,,,,
e266c52e33267ad4,source_conflict-0096,Who is the coordinator?,"[{""text"": ""The official notice confirms Ari as coordinator."", ""actor"": ""Ari"", ""event"": ""appoint"", ""target"": ""coordinator"", ""time"": 19, ""valid_from"": 19, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}, {""text"": ""An anonymous post says Dina became coordinator."", ""actor"": ""Dina"", ""event"": ""appoint"", ""target"": ""coordinator"", ""time"": 18, ""valid_from"": 18, ""status"": ""rumor"", ""source"": ""anonymous"", ""scope"": ""global""}]",,,,,,,,,
fb73043ccb90486a,observer-0020,Does Faye believe the meeting will occur?,"[{""text"": ""The meeting was cancelled, but Faye did not receive the cancellation."", ""actor"": ""Faye"", ""event"": ""cancel"", ""target"": ""meeting"", ""time"": 11, ""valid_from"": 11, ""status"": ""confirmed"", ""source"": ""organizer"", ""scope"": ""organizers"", ""observed_by"": [""Luca"", ""Eli""]}, {""text"": ""Faye received the original meeting invitation."", ""actor"": ""Faye"", ""event"": ""invite"", ""target"": ""meeting"", ""time"": 9, ""valid_from"": 9, ""status"": ""confirmed"", ""source"": ""email"", ""scope"": ""Faye""}]",,,,,,,,,
32ed3d917ffafb0c,source_conflict-0540,Who is the director?,"[{""text"": ""The official notice confirms Gio as director."", ""actor"": ""Gio"", ""event"": ""appoint"", ""target"": ""director"", ""time"": 14, ""valid_from"": 14, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}, {""text"": ""An anonymous post says Cato became director."", ""actor"": ""Cato"", ""event"": ""appoint"", ""target"": ""director"", ""time"": 13, ""valid_from"": 13, ""status"": ""rumor"", ""source"": ""anonymous"", ""scope"": ""global""}]",,,,,,,,,
2006b90d68b44cd6,counterfactual-0273,"In the hypothetical scenario, can users access service Beta?","[{""text"": ""In the hypothetical scenario, service Beta remains online."", ""actor"": ""Beta"", ""event"": ""online"", ""target"": ""service"", ""time"": 5, ""valid_from"": 5, ""status"": ""assumed"", ""source"": ""scenario"", ""scope"": ""counterfactual""}, {""text"": ""In reality, service Beta is offline."", ""actor"": ""Beta"", ""event"": ""offline"", ""target"": ""service"", ""time"": 4, ""valid_from"": 4, ""status"": ""confirmed"", ""source"": ""monitor"", ""scope"": ""reality""}]",,,,,,,,,
d971887fc5c8ddea,observer-0355,Does Juno believe the meeting will occur?,"[{""text"": ""The meeting was cancelled, but Juno did not receive the cancellation."", ""actor"": ""Juno"", ""event"": ""cancel"", ""target"": ""meeting"", ""time"": 9, ""valid_from"": 9, ""status"": ""confirmed"", ""source"": ""organizer"", ""scope"": ""organizers"", ""observed_by"": [""Ivan"", ""Gio""]}, {""text"": ""Juno received the original meeting invitation."", ""actor"": ""Juno"", ""event"": ""invite"", ""target"": ""meeting"", ""time"": 7, ""valid_from"": 7, ""status"": ""confirmed"", ""source"": ""email"", ""scope"": ""Juno""}]",,,,,,,,,
63ac89f17dc6e338,hidden_premise-0515,Can I register now?,"[{""text"": ""Registration is open for Gamma residents until day 15."", ""actor"": ""Gamma"", ""event"": ""eligibility"", ""target"": ""registration"", ""time"": 10, ""valid_from"": 10, ""valid_to"": 15, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Gamma""}]",,,,,,,,,
e8c2992006268902,modality-0219,Has Delta been closed?,"[{""text"": ""No decision has been made about closing Delta."", ""actor"": ""board"", ""event"": ""not_decided"", ""target"": ""Delta"", ""time"": 18, ""valid_from"": 18, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Delta""}, {""text"": ""The board is considering closing Delta."", ""actor"": ""board"", ""event"": ""close"", ""target"": ""Delta"", ""time"": 17, ""valid_from"": 17, ""status"": ""proposed"", ""source"": ""official"", ""scope"": ""Delta""}]",,,,,,,,,
6b174ca28adb1224,hidden_premise-0413,Can I register now?,"[{""text"": ""Registration is open for Beta residents until day 14."", ""actor"": ""Beta"", ""event"": ""eligibility"", ""target"": ""registration"", ""time"": 9, ""valid_from"": 9, ""valid_to"": 14, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Beta""}]",,,,,,,,,
f12cdca7f30f442d,counterfactual-0091,"In the hypothetical scenario, can users access service Gamma?","[{""text"": ""In reality, service Gamma is offline."", ""actor"": ""Gamma"", ""event"": ""offline"", ""target"": ""service"", ""time"": 12, ""valid_from"": 12, ""status"": ""confirmed"", ""source"": ""monitor"", ""scope"": ""reality""}, {""text"": ""In the hypothetical scenario, service Gamma remains online."", ""actor"": ""Gamma"", ""event"": ""online"", ""target"": ""service"", ""time"": 13, ""valid_from"": 13, ""status"": ""assumed"", ""source"": ""scenario"", ""scope"": ""counterfactual""}]",,,,,,,,,
33491c99eb6546d8,source_conflict-0408,Who is the chair?,"[{""text"": ""An anonymous post says Luca became chair."", ""actor"": ""Luca"", ""event"": ""appoint"", ""target"": ""chair"", ""time"": 7, ""valid_from"": 7, ""status"": ""rumor"", ""source"": ""anonymous"", ""scope"": ""global""}, {""text"": ""The official notice confirms Cato as chair."", ""actor"": ""Cato"", ""event"": ""appoint"", ""target"": ""chair"", ""time"": 8, ""valid_from"": 8, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}]",,,,,,,,,
d30bfa8a1f3eba0e,observer-0286,Does Ivan believe the meeting will occur?,"[{""text"": ""Ivan received the original meeting invitation."", ""actor"": ""Ivan"", ""event"": ""invite"", ""target"": ""meeting"", ""time"": 8, ""valid_from"": 8, ""status"": ""confirmed"", ""source"": ""email"", ""scope"": ""Ivan""}, {""text"": ""The meeting was cancelled, but Ivan did not receive the cancellation."", ""actor"": ""Ivan"", ""event"": ""cancel"", ""target"": ""meeting"", ""time"": 10, ""valid_from"": 10, ""status"": ""confirmed"", ""source"": ""organizer"", ""scope"": ""organizers"", ""observed_by"": [""Juno"", ""Dina""]}]",,,,,,,,,
3d55821131625bb4,temporal-0098,Who is the current manager at time 19?,"[{""text"": ""Faye resigned as manager."", ""actor"": ""Faye"", ""event"": ""resign"", ""target"": ""manager"", ""time"": 15, ""valid_from"": 15, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}, {""text"": ""Dina was appointed manager."", ""actor"": ""Dina"", ""event"": ""appoint"", ""target"": ""manager"", ""time"": 16, ""valid_from"": 16, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}, {""text"": ""Faye was appointed manager."", ""actor"": ""Faye"", ""event"": ""appoint"", ""target"": ""manager"", ""time"": 14, ""valid_from"": 14, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}]",,,,,,,,,
fa1f63c5050856b0,temporal-0443,Who is the current coordinator at time 11?,"[{""text"": ""Dina was appointed coordinator."", ""actor"": ""Dina"", ""event"": ""appoint"", ""target"": ""coordinator"", ""time"": 2, ""valid_from"": 2, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}, {""text"": ""Dina resigned as coordinator."", ""actor"": ""Dina"", ""event"": ""resign"", ""target"": ""coordinator"", ""time"": 5, ""valid_from"": 5, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}, {""text"": ""Ivan was appointed coordinator."", ""actor"": ""Ivan"", ""event"": ""appoint"", ""target"": ""coordinator"", ""time"": 6, ""valid_from"": 6, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}]",,,,,,,,,
ea0ad4335a206c76,source_conflict-0338,Who is the chair?,"[{""text"": ""An anonymous post says Ari became chair."", ""actor"": ""Ari"", ""event"": ""appoint"", ""target"": ""chair"", ""time"": 9, ""valid_from"": 9, ""status"": ""rumor"", ""source"": ""anonymous"", ""scope"": ""global""}, {""text"": ""The official notice confirms Dina as chair."", ""actor"": ""Dina"", ""event"": ""appoint"", ""target"": ""chair"", ""time"": 10, ""valid_from"": 10, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}]",,,,,,,,,
591078af268893fd,hidden_premise-0060,Can I register now?,"[{""text"": ""Registration is open for Beta residents until day 20."", ""actor"": ""Beta"", ""event"": ""eligibility"", ""target"": ""registration"", ""time"": 15, ""valid_from"": 15, ""valid_to"": 20, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Beta""}]",,,,,,,,,
1bc0dab8b68c81fb,hidden_premise-0135,Can I register now?,"[{""text"": ""Registration is open for Alpha residents until day 21."", ""actor"": ""Alpha"", ""event"": ""eligibility"", ""target"": ""registration"", ""time"": 16, ""valid_from"": 16, ""valid_to"": 21, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Alpha""}]",,,,,,,,,
7611234c844540e0,source_conflict-0239,Who is the director?,"[{""text"": ""An anonymous post says Bora became director."", ""actor"": ""Bora"", ""event"": ""appoint"", ""target"": ""director"", ""time"": 5, ""valid_from"": 5, ""status"": ""rumor"", ""source"": ""anonymous"", ""scope"": ""global""}, {""text"": ""The official notice confirms Gio as director."", ""actor"": ""Gio"", ""event"": ""appoint"", ""target"": ""director"", ""time"": 6, ""valid_from"": 6, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}]",,,,,,,,,
064528b4e64010e4,scope-0226,Does the restructuring apply to every unit?,"[{""text"": ""A restructuring applies only to the Beta unit."", ""actor"": ""company"", ""event"": ""restructure"", ""target"": ""Beta"", ""time"": 14, ""valid_from"": 14, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Beta""}]",,,,,,,,,
afa47b1452496b72,temporal-0515,Who is the current lead at time 17?,"[{""text"": ""Eli resigned as lead."", ""actor"": ""Eli"", ""event"": ""resign"", ""target"": ""lead"", ""time"": 10, ""valid_from"": 10, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}, {""text"": ""Faye was appointed lead."", ""actor"": ""Faye"", ""event"": ""appoint"", ""target"": ""lead"", ""time"": 11, ""valid_from"": 11, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}, {""text"": ""Eli was appointed lead."", ""actor"": ""Eli"", ""event"": ""appoint"", ""target"": ""lead"", ""time"": 1, ""valid_from"": 1, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}]",,,,,,,,,
26f17b68ae841f1a,hidden_premise-0580,Can I register now?,"[{""text"": ""Registration is open for Gamma residents until day 12."", ""actor"": ""Gamma"", ""event"": ""eligibility"", ""target"": ""registration"", ""time"": 7, ""valid_from"": 7, ""valid_to"": 12, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Gamma""}]",,,,,,,,,
eb48646a7f4a1c05,observer-0505,Does Hana believe the meeting will occur?,"[{""text"": ""Hana received the original meeting invitation."", ""actor"": ""Hana"", ""event"": ""invite"", ""target"": ""meeting"", ""time"": 15, ""valid_from"": 15, ""status"": ""confirmed"", ""source"": ""email"", ""scope"": ""Hana""}, {""text"": ""The meeting was cancelled, but Hana did not receive the cancellation."", ""actor"": ""Hana"", ""event"": ""cancel"", ""target"": ""meeting"", ""time"": 17, ""valid_from"": 17, ""status"": ""confirmed"", ""source"": ""organizer"", ""scope"": ""organizers"", ""observed_by"": [""Gio"", ""Luca""]}]",,,,,,,,,
2f83e0310d429172,modality-0171,Has Delta been closed?,"[{""text"": ""No decision has been made about closing Delta."", ""actor"": ""board"", ""event"": ""not_decided"", ""target"": ""Delta"", ""time"": 14, ""valid_from"": 14, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Delta""}, {""text"": ""The board is considering closing Delta."", ""actor"": ""board"", ""event"": ""close"", ""target"": ""Delta"", ""time"": 13, ""valid_from"": 13, ""status"": ""proposed"", ""source"": ""official"", ""scope"": ""Delta""}]",,,,,,,,,
ecddef93cad14d57,observer-0053,Does Faye believe the meeting will occur?,"[{""text"": ""Faye received the original meeting invitation."", ""actor"": ""Faye"", ""event"": ""invite"", ""target"": ""meeting"", ""time"": 14, ""valid_from"": 14, ""status"": ""confirmed"", ""source"": ""email"", ""scope"": ""Faye""}, {""text"": ""The meeting was cancelled, but Faye did not receive the cancellation."", ""actor"": ""Faye"", ""event"": ""cancel"", ""target"": ""meeting"", ""time"": 16, ""valid_from"": 16, ""status"": ""confirmed"", ""source"": ""organizer"", ""scope"": ""organizers"", ""observed_by"": [""Luca"", ""Cato""]}]",,,,,,,,,
07e34fd33ea90e45,counterfactual-0186,"In the hypothetical scenario, can users access service Alpha?","[{""text"": ""In reality, service Alpha is offline."", ""actor"": ""Alpha"", ""event"": ""offline"", ""target"": ""service"", ""time"": 9, ""valid_from"": 9, ""status"": ""confirmed"", ""source"": ""monitor"", ""scope"": ""reality""}, {""text"": ""In the hypothetical scenario, service Alpha remains online."", ""actor"": ""Alpha"", ""event"": ""online"", ""target"": ""service"", ""time"": 10, ""valid_from"": 10, ""status"": ""assumed"", ""source"": ""scenario"", ""scope"": ""counterfactual""}]",,,,,,,,,
fc08347253fab2e9,source_conflict-0509,Who is the director?,"[{""text"": ""An anonymous post says Juno became director."", ""actor"": ""Juno"", ""event"": ""appoint"", ""target"": ""director"", ""time"": 16, ""valid_from"": 16, ""status"": ""rumor"", ""source"": ""anonymous"", ""scope"": ""global""}, {""text"": ""The official notice confirms Hana as director."", ""actor"": ""Hana"", ""event"": ""appoint"", ""target"": ""director"", ""time"": 17, ""valid_from"": 17, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}]",,,,,,,,,
bf5b110dfb5eee22,temporal-0012,Who is the current chair at time 7?,"[{""text"": ""Bora resigned as chair."", ""actor"": ""Bora"", ""event"": ""resign"", ""target"": ""chair"", ""time"": 3, ""valid_from"": 3, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}, {""text"": ""Bora was appointed chair."", ""actor"": ""Bora"", ""event"": ""appoint"", ""target"": ""chair"", ""time"": 1, ""valid_from"": 1, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}, {""text"": ""Kira was appointed chair."", ""actor"": ""Kira"", ""event"": ""appoint"", ""target"": ""chair"", ""time"": 4, ""valid_from"": 4, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}]",,,,,,,,,
1efe6119128031bc,temporal-0353,Who is the current lead at time 17?,"[{""text"": ""Hana was appointed lead."", ""actor"": ""Hana"", ""event"": ""appoint"", ""target"": ""lead"", ""time"": 15, ""valid_from"": 15, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}, {""text"": ""Dina was appointed lead."", ""actor"": ""Dina"", ""event"": ""appoint"", ""target"": ""lead"", ""time"": 11, ""valid_from"": 11, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}, {""text"": ""Dina resigned as lead."", ""actor"": ""Dina"", ""event"": ""resign"", ""target"": ""lead"", ""time"": 14, ""valid_from"": 14, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}]",,,,,,,,,
bafd67a985edc4ef,counterfactual-0365,"In the hypothetical scenario, can users access service Alpha?","[{""text"": ""In the hypothetical scenario, service Alpha remains online."", ""actor"": ""Alpha"", ""event"": ""online"", ""target"": ""service"", ""time"": 10, ""valid_from"": 10, ""status"": ""assumed"", ""source"": ""scenario"", ""scope"": ""counterfactual""}, {""text"": ""In reality, service Alpha is offline."", ""actor"": ""Alpha"", ""event"": ""offline"", ""target"": ""service"", ""time"": 9, ""valid_from"": 9, ""status"": ""confirmed"", ""source"": ""monitor"", ""scope"": ""reality""}]",,,,,,,,,
5bb36deae4a8c667,observer-0279,Does Cato believe the meeting will occur?,"[{""text"": ""The meeting was cancelled, but Cato did not receive the cancellation."", ""actor"": ""Cato"", ""event"": ""cancel"", ""target"": ""meeting"", ""time"": 12, ""valid_from"": 12, ""status"": ""confirmed"", ""source"": ""organizer"", ""scope"": ""organizers"", ""observed_by"": [""Hana"", ""Ivan""]}, {""text"": ""Cato received the original meeting invitation."", ""actor"": ""Cato"", ""event"": ""invite"", ""target"": ""meeting"", ""time"": 10, ""valid_from"": 10, ""status"": ""confirmed"", ""source"": ""email"", ""scope"": ""Cato""}]",,,,,,,,,
a479d75b19905516,source_conflict-0124,Who is the lead?,"[{""text"": ""An anonymous post says Faye became lead."", ""actor"": ""Faye"", ""event"": ""appoint"", ""target"": ""lead"", ""time"": 14, ""valid_from"": 14, ""status"": ""rumor"", ""source"": ""anonymous"", ""scope"": ""global""}, {""text"": ""The official notice confirms Bora as lead."", ""actor"": ""Bora"", ""event"": ""appoint"", ""target"": ""lead"", ""time"": 15, ""valid_from"": 15, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""global""}]",,,,,,,,,
91a54c8f1d53ba46,hidden_premise-0184,Can I register now?,"[{""text"": ""Registration is open for Beta residents until day 7."", ""actor"": ""Beta"", ""event"": ""eligibility"", ""target"": ""registration"", ""time"": 2, ""valid_from"": 2, ""valid_to"": 7, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Beta""}]",,,,,,,,,
f4b50ad8064c915a,modality-0165,Has Beta been closed?,"[{""text"": ""No decision has been made about closing Beta."", ""actor"": ""board"", ""event"": ""not_decided"", ""target"": ""Beta"", ""time"": 17, ""valid_from"": 17, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Beta""}, {""text"": ""The board is considering closing Beta."", ""actor"": ""board"", ""event"": ""close"", ""target"": ""Beta"", ""time"": 16, ""valid_from"": 16, ""status"": ""proposed"", ""source"": ""official"", ""scope"": ""Beta""}]",,,,,,,,,
5c524d4e7284f1a2,scope-0400,Does the restructuring apply to every unit?,"[{""text"": ""A restructuring applies only to the Alpha unit."", ""actor"": ""company"", ""event"": ""restructure"", ""target"": ""Alpha"", ""time"": 14, ""valid_from"": 14, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Alpha""}]",,,,,,,,,
cdc3a9c9df501640,scope-0062,Does the restructuring apply to every unit?,"[{""text"": ""A restructuring applies only to the Alpha unit."", ""actor"": ""company"", ""event"": ""restructure"", ""target"": ""Alpha"", ""time"": 18, ""valid_from"": 18, ""status"": ""confirmed"", ""source"": ""official"", ""scope"": ""Alpha""}]",,,,,,,,,
